from	to	type
004112db	00470759	READ
004112db	0047075b	READ
004112e9	004112d3	CONDITIONAL_JUMP
004112ec	00470758	DATA
004112f6	00470758	READ
004112f6	00470759	READ
004112fb	Stack[-0x1c]	READ
00411300	006366b4	READ
00411308	00470760	DATA
0041130f	Stack[-0x1c]	WRITE
00411314	00470760	READ
00411314	00470762	READ
0041131a	0041132c	CONDITIONAL_JUMP
0041131c	00470761	READ
0041131c	00470763	READ
0041132a	00411314	CONDITIONAL_JUMP
0041132d	00470760	DATA
00411337	00470760	READ
00411337	00470761	READ
0041133c	Stack[-0x1c]	READ
00411341	006366b4	READ
00411349	00470768	DATA
00411350	Stack[-0x1c]	WRITE
00411355	00470768	READ
00411355	0047076a	READ
0041135b	0041136d	CONDITIONAL_JUMP
0041135d	00470769	READ
0041135d	0047076b	READ
0041136b	00411355	CONDITIONAL_JUMP
0041136e	00470768	DATA
00411378	00470768	READ
00411378	00470769	READ
0041137d	Stack[-0x1c]	READ
00411384	006366b4	READ
0041138a	Stack[-0x1c]	WRITE
00411390	00470770	DATA
00411396	00470770	READ
00411396	00470772	READ
0041139c	004113ae	CONDITIONAL_JUMP
0041139e	00470771	READ
0041139e	00470773	READ
004113ac	00411396	CONDITIONAL_JUMP
004113af	00470770	DATA
004113b9	00470770	READ
004113b9	00470771	READ
004113be	Stack[-0x1c]	READ
004113c5	Stack[-0x1c]	WRITE
004113c9	006366b4	READ
004113cf	00470778	DATA
004113d7	00470778	READ
004113d7	0047077a	READ
004113dd	004113ef	CONDITIONAL_JUMP
004113df	00470779	READ
004113df	0047077b	READ
004113ed	004113d7	CONDITIONAL_JUMP
004113f0	00470778	DATA
004113fa	00470778	READ
004113fa	00470779	READ
004113ff	Stack[-0x1c]	READ
00411404	006366b4	READ
0041140c	00470780	DATA
00411413	Stack[-0x1c]	WRITE
00411418	00470780	READ
00411418	00470782	READ
0041141e	00411430	CONDITIONAL_JUMP
00411420	00470781	READ
00411420	00470783	READ
0041142e	00411418	CONDITIONAL_JUMP
00411431	00470780	DATA
0041143b	00470780	READ
0041143b	00470781	READ
00411440	Stack[-0x1c]	READ
00411447	006366b4	READ
0041144d	Stack[-0x1c]	WRITE
00411453	0047078c	DATA
00411459	0047078c	READ
00411459	0047078e	READ
0041145f	00411471	CONDITIONAL_JUMP
00411461	0047078d	READ
00411461	0047078f	READ
0041146f	00411459	CONDITIONAL_JUMP
00411472	0047078c	DATA
0041147c	0047078c	READ
0041147c	0047078d	READ
00411481	Stack[-0x1c]	READ
00411486	006366b4	READ
0041148e	00470798	DATA
00411495	Stack[-0x1c]	WRITE
0041149a	00470798	READ
0041149a	0047079a	READ
004114a0	004114b2	CONDITIONAL_JUMP
004114a2	00470799	READ
004114a2	0047079b	READ
004114b0	0041149a	CONDITIONAL_JUMP
004114b3	00470798	DATA
004114bd	00470798	READ
004114bd	00470799	READ
004114c2	Stack[-0x1c]	READ
004114c9	Stack[-0x1c]	WRITE
004114cd	006366b4	READ
004114d3	004707a4	DATA
004114db	004707a4	READ
004114db	004707a6	READ
004114e1	004114f3	CONDITIONAL_JUMP
004114e3	004707a5	READ
004114e3	004707a7	READ
004114f1	004114db	CONDITIONAL_JUMP
004114f4	004707a4	DATA
004114fe	004707a4	READ
004114fe	004707a5	READ
00411503	Stack[-0x1c]	READ
0041150a	006366b4	READ
00411510	Stack[-0x1c]	WRITE
00411516	004707b0	DATA
0041151c	004707b0	READ
0041151c	004707b2	READ
00411522	00411534	CONDITIONAL_JUMP
00411524	004707b1	READ
00411524	004707b3	READ
00411532	0041151c	CONDITIONAL_JUMP
00411535	004707b0	DATA
0041153f	004707b0	READ
0041153f	004707b1	READ
00411544	Stack[-0x1c]	READ
00411549	006366b4	READ
00411551	004707bc	DATA
00411558	Stack[-0x1c]	WRITE
0041155d	004707bc	READ
0041155d	004707be	READ
00411563	00411575	CONDITIONAL_JUMP
00411565	004707bd	READ
00411565	004707bf	READ
00411573	0041155d	CONDITIONAL_JUMP
00411576	004707bc	DATA
00411580	004707bc	READ
00411580	004707bd	READ
00411585	Stack[-0x1c]	READ
0041158a	006366b4	READ
00411592	004707c8	DATA
00411599	Stack[-0x1c]	WRITE
0041159e	004707c8	READ
0041159e	004707ca	READ
004115a4	004115b6	CONDITIONAL_JUMP
004115a6	004707c9	READ
004115a6	004707cb	READ
004115b4	0041159e	CONDITIONAL_JUMP
004115b7	004707c8	DATA
004115c1	004707c8	READ
004115c1	004707c9	READ
004115c6	Stack[-0x1c]	READ
004115cd	Stack[-0x1c]	WRITE
004115d1	006366b4	READ
004115d9	004707d4	DATA
004115df	004707d4	READ
004115df	004707d6	READ
004115e5	004115f7	CONDITIONAL_JUMP
004115e7	004707d5	READ
004115e7	004707d7	READ
004115f5	004115df	CONDITIONAL_JUMP
004115f8	004707d4	DATA
00411602	004707d4	READ
00411602	004707d5	READ
00411607	Stack[-0x1c]	READ
0041160c	006366b4	READ
00411614	004707e0	DATA
0041161b	Stack[-0x1c]	WRITE
00411620	004707e0	READ
00411620	004707e2	READ
00411626	00411638	CONDITIONAL_JUMP
00411628	004707e1	READ
00411628	004707e3	READ
00411636	00411620	CONDITIONAL_JUMP
00411639	004707e0	DATA
00411643	004707e0	READ
00411643	004707e1	READ
00411648	Stack[-0x1c]	READ
0041164d	006366b4	READ
00411655	004707ec	DATA
0041165c	Stack[-0x1c]	WRITE
00411661	004707ec	READ
00411661	004707ee	READ
00411667	00411679	CONDITIONAL_JUMP
00411669	004707ed	READ
00411669	004707ef	READ
00411677	00411661	CONDITIONAL_JUMP
0041167a	004707ec	DATA
00411684	004707ec	READ
00411684	004707ed	READ
00411689	Stack[-0x1c]	READ
00411690	006366b4	READ
00411696	Stack[-0x1c]	WRITE
0041169c	004707f8	DATA
004116a2	004707f8	READ
004116a2	004707fa	READ
004116a8	004116ba	CONDITIONAL_JUMP
004116aa	004707f9	READ
004116aa	004707fb	READ
004116b8	004116a2	CONDITIONAL_JUMP
004116bb	004707f8	DATA
004116c5	004707f8	READ
004116c5	004707f9	READ
004116ca	Stack[-0x1c]	READ
004116d1	Stack[-0x1c]	WRITE
004116d5	006366b4	READ
004116db	00470804	DATA
004116e3	00470804	READ
004116e3	00470806	READ
004116e9	004116fb	CONDITIONAL_JUMP
004116eb	00470805	READ
004116eb	00470807	READ
004116f9	004116e3	CONDITIONAL_JUMP
004116fc	00470804	DATA
00411706	00470804	READ
00411706	00470805	READ
0041170b	Stack[-0x1c]	READ
00411710	006366b4	READ
00411718	00470810	DATA
0041171f	Stack[-0x1c]	WRITE
00411724	00470810	READ
00411724	00470812	READ
0041172a	0041173c	CONDITIONAL_JUMP
0041172c	00470811	READ
0041172c	00470813	READ
0041173a	00411724	CONDITIONAL_JUMP
0041173d	00470810	DATA
00411747	00470810	READ
00411747	00470811	READ
0041174c	Stack[-0x1c]	READ
00411753	006366b4	READ
00411759	Stack[-0x1c]	WRITE
0041175f	0047081c	DATA
00411765	0047081c	READ
00411765	0047081e	READ
0041176b	0041177d	CONDITIONAL_JUMP
0041176d	0047081d	READ
0041176d	0047081f	READ
0041177b	00411765	CONDITIONAL_JUMP
0041177e	0047081c	DATA
00411788	0047081c	READ
00411788	0047081d	READ
0041178d	Stack[-0x1c]	READ
00411792	006366b4	READ
0041179a	00470828	DATA
004117a1	Stack[-0x1c]	WRITE
004117a6	00470828	READ
004117a6	0047082a	READ
004117ac	004117be	CONDITIONAL_JUMP
004117ae	00470829	READ
004117ae	0047082b	READ
004117bc	004117a6	CONDITIONAL_JUMP
004117bf	00470828	DATA
004117c9	00470828	READ
004117c9	00470829	READ
004117ce	Stack[-0x1c]	READ
004117d5	Stack[-0x1c]	WRITE
004117d9	006366b4	READ
004117df	00470834	DATA
004117e7	00470834	READ
004117e7	00470836	READ
004117ed	004117ff	CONDITIONAL_JUMP
004117ef	00470835	READ
004117ef	00470837	READ
004117fd	004117e7	CONDITIONAL_JUMP
00411800	00470834	DATA
0041180a	00470834	READ
0041180a	00470835	READ
0041180f	Stack[-0x1c]	READ
00411816	006366b4	READ
0041181c	Stack[-0x1c]	WRITE
00411822	00470840	DATA
00411828	00470840	READ
00411828	00470842	READ
0041182e	00411840	CONDITIONAL_JUMP
00411830	00470841	READ
00411830	00470843	READ
0041183e	00411828	CONDITIONAL_JUMP
00411841	00470840	DATA
0041184b	00470840	READ
0041184b	00470841	READ
00411850	Stack[-0x1c]	READ
00411855	006366b4	READ
0041185d	0047084c	DATA
00411864	Stack[-0x1c]	WRITE
00411869	0047084c	READ
00411869	0047084e	READ
0041186f	00411881	CONDITIONAL_JUMP
00411871	0047084d	READ
00411871	0047084f	READ
0041187f	00411869	CONDITIONAL_JUMP
00411882	0047084c	DATA
0041188c	0047084c	READ
0041188c	0047084d	READ
00411891	Stack[-0x1c]	READ
00411896	006366b4	READ
0041189e	00470854	DATA
004118a5	Stack[-0x1c]	WRITE
004118aa	00470854	READ
004118aa	00470856	READ
004118b0	004118c2	CONDITIONAL_JUMP
004118b2	00470855	READ
004118b2	00470857	READ
004118c0	004118aa	CONDITIONAL_JUMP
004118c3	00470854	DATA
004118cd	00470854	READ
004118cd	00470855	READ
004118d2	Stack[-0x1c]	READ
004118d9	Stack[-0x1c]	WRITE
004118dd	006366b4	READ
004118e5	00470860	DATA
004118eb	00470860	READ
004118eb	00470862	READ
004118f1	00411903	CONDITIONAL_JUMP
004118f3	00470861	READ
004118f3	00470863	READ
00411901	004118eb	CONDITIONAL_JUMP
00411904	00470860	DATA
0041190e	00470860	READ
0041190e	00470861	READ
00411913	Stack[-0x1c]	READ
00411918	006366b4	READ
00411920	0047086c	DATA
00411927	Stack[-0x1c]	WRITE
0041192c	0047086c	READ
0041192c	0047086e	READ
00411932	00411944	CONDITIONAL_JUMP
00411934	0047086d	READ
00411934	0047086f	READ
00411942	0041192c	CONDITIONAL_JUMP
00411945	0047086c	DATA
0041194f	0047086c	READ
0041194f	0047086d	READ
00411954	Stack[-0x1c]	READ
00411959	006366b4	READ
00411961	00470874	DATA
00411968	Stack[-0x1c]	WRITE
0041196d	00470874	READ
0041196d	00470876	READ
00411973	00411985	CONDITIONAL_JUMP
00411975	00470875	READ
00411975	00470877	READ
00411983	0041196d	CONDITIONAL_JUMP
00411986	00470874	DATA
00411990	00470874	READ
00411990	00470875	READ
00411995	Stack[-0x1c]	READ
0041199c	006366b4	READ
004119a2	Stack[-0x1c]	WRITE
004119a8	0047087c	DATA
004119ae	0047087c	READ
004119ae	0047087e	READ
004119b4	004119c6	CONDITIONAL_JUMP
004119b6	0047087d	READ
004119b6	0047087f	READ
004119c4	004119ae	CONDITIONAL_JUMP
004119c7	0047087c	DATA
004119d1	0047087c	READ
004119d1	0047087d	READ
004119d6	Stack[-0x1c]	READ
004119dd	Stack[-0x1c]	WRITE
004119e1	006366b4	READ
004119e7	00470884	DATA
004119ef	00470884	READ
004119ef	00470886	READ
004119f5	00411a07	CONDITIONAL_JUMP
004119f7	00470885	READ
004119f7	00470887	READ
00411a05	004119ef	CONDITIONAL_JUMP
00411a08	00470884	DATA
00411a12	00470884	READ
00411a12	00470885	READ
00411a17	Stack[-0x1c]	READ
00411a1c	006366b4	READ
00411a24	0047088c	DATA
00411a2b	Stack[-0x1c]	WRITE
00411a30	0047088c	READ
00411a30	0047088e	READ
00411a36	00411a48	CONDITIONAL_JUMP
00411a38	0047088d	READ
00411a38	0047088f	READ
00411a46	00411a30	CONDITIONAL_JUMP
00411a49	0047088c	DATA
00411a53	0047088c	READ
00411a53	0047088d	READ
00411a58	Stack[-0x1c]	READ
00411a5f	006366b4	READ
00411a65	Stack[-0x1c]	WRITE
00411a6b	00470894	DATA
00411a71	00470894	READ
00411a71	00470896	READ
00411a77	00411a89	CONDITIONAL_JUMP
00411a79	00470895	READ
00411a79	00470897	READ
00411a87	00411a71	CONDITIONAL_JUMP
00411a8a	00470894	DATA
00411a94	00470894	READ
00411a94	00470895	READ
00411a99	Stack[-0x1c]	READ
00411a9e	006366b4	READ
00411aa6	0047089c	DATA
00411aad	Stack[-0x1c]	WRITE
00411ab2	0047089c	READ
00411ab2	0047089e	READ
00411ab8	00411aca	CONDITIONAL_JUMP
00411aba	0047089d	READ
00411aba	0047089f	READ
00411ac8	00411ab2	CONDITIONAL_JUMP
00411acb	0047089c	DATA
00411ad5	0047089c	READ
00411ad5	0047089d	READ
00411ada	Stack[-0x1c]	READ
00411ae1	Stack[-0x1c]	WRITE
00411ae5	006366b4	READ
00411aeb	004708a4	DATA
00411af3	004708a4	READ
00411af3	004708a6	READ
00411af9	00411b0b	CONDITIONAL_JUMP
00411afb	004708a5	READ
00411afb	004708a7	READ
00411b09	00411af3	CONDITIONAL_JUMP
00411b0c	004708a4	DATA
00411b16	004708a4	READ
00411b16	004708a5	READ
00411b1b	Stack[-0x1c]	READ
00411b22	006366b4	READ
00411b28	Stack[-0x1c]	WRITE
00411b2e	004708ac	DATA
00411b34	004708ac	READ
00411b34	004708ae	READ
00411b3a	00411b4c	CONDITIONAL_JUMP
00411b3c	004708ad	READ
00411b3c	004708af	READ
00411b4a	00411b34	CONDITIONAL_JUMP
00411b4d	004708ac	DATA
00411b57	004708ac	READ
00411b57	004708ad	READ
00411b5c	Stack[-0x1c]	READ
00411b61	006366b4	READ
00411b69	004708b4	DATA
00411b70	Stack[-0x1c]	WRITE
00411b75	004708b4	READ
00411b75	004708b6	READ
00411b7b	00411b8d	CONDITIONAL_JUMP
00411b7d	004708b5	READ
00411b7d	004708b7	READ
00411b8b	00411b75	CONDITIONAL_JUMP
00411b8e	004708b4	DATA
00411b98	004708b4	READ
00411b98	004708b5	READ
00411b9d	Stack[-0x1c]	READ
00411ba2	006366b4	READ
00411baa	004708bc	DATA
00411bb1	Stack[-0x1c]	WRITE
00411bb6	004708bc	READ
00411bb6	004708be	READ
00411bbc	00411bce	CONDITIONAL_JUMP
00411bbe	004708bd	READ
00411bbe	004708bf	READ
00411bcc	00411bb6	CONDITIONAL_JUMP
00411bcf	004708bc	DATA
00411bd9	004708bc	READ
00411bd9	004708bd	READ
00411bde	Stack[-0x1c]	READ
00411be5	Stack[-0x1c]	WRITE
00411be9	006366b4	READ
00411bf1	004708c4	DATA
00411bf7	004708c4	READ
00411bf7	004708c6	READ
00411bfd	00411c0f	CONDITIONAL_JUMP
00411bff	004708c5	READ
00411bff	004708c7	READ
00411c0d	00411bf7	CONDITIONAL_JUMP
00411c10	004708c4	DATA
00411c1a	004708c4	READ
00411c1a	004708c5	READ
00411c1f	Stack[-0x1c]	READ
00411c24	006366b4	READ
00411c2c	004708cc	DATA
00411c33	Stack[-0x1c]	WRITE
00411c38	004708cc	READ
00411c38	004708ce	READ
00411c3e	00411c50	CONDITIONAL_JUMP
00411c40	004708cd	READ
00411c40	004708cf	READ
00411c4e	00411c38	CONDITIONAL_JUMP
00411c51	004708cc	DATA
00411c5b	004708cc	READ
00411c5b	004708cd	READ
00411c60	Stack[-0x1c]	READ
00411c65	006366b4	READ
00411c6d	004708d4	DATA
00411c74	Stack[-0x1c]	WRITE
00411c79	004708d4	READ
00411c79	004708d6	READ
00411c7f	00411c91	CONDITIONAL_JUMP
00411c81	004708d5	READ
00411c81	004708d7	READ
00411c8f	00411c79	CONDITIONAL_JUMP
00411c92	004708d4	DATA
00411c9c	004708d4	READ
00411c9c	004708d5	READ
00411ca1	Stack[-0x1c]	READ
00411ca8	006366b4	READ
00411cae	Stack[-0x1c]	WRITE
00411cb4	004708dc	DATA
00411cba	004708dc	READ
00411cba	004708de	READ
00411cc0	00411cd2	CONDITIONAL_JUMP
00411cc2	004708dd	READ
00411cc2	004708df	READ
00411cd0	00411cba	CONDITIONAL_JUMP
00411cd3	004708dc	DATA
00411cdd	004708dc	READ
00411cdd	004708dd	READ
00411ce2	Stack[-0x1c]	READ
00411ce9	Stack[-0x1c]	WRITE
00411ced	006366b4	READ
00411cf3	004708e4	DATA
00411cfb	004708e4	READ
00411cfb	004708e6	READ
00411d01	00411d13	CONDITIONAL_JUMP
00411d03	004708e5	READ
00411d03	004708e7	READ
00411d11	00411cfb	CONDITIONAL_JUMP
00411d14	004708e4	DATA
00411d1e	004708e4	READ
00411d1e	004708e5	READ
00411d23	Stack[-0x1c]	READ
00411d28	006366b4	READ
00411d30	004708ec	DATA
00411d37	Stack[-0x1c]	WRITE
00411d3c	004708ec	READ
00411d3c	004708ee	READ
00411d42	00411d54	CONDITIONAL_JUMP
00411d44	004708ed	READ
00411d44	004708ef	READ
00411d52	00411d3c	CONDITIONAL_JUMP
00411d55	004708ec	DATA
00411d5f	004708ec	READ
00411d5f	004708ed	READ
00411d64	Stack[-0x1c]	READ
00411d6b	006366b4	READ
00411d71	Stack[-0x1c]	WRITE
00411d77	004708f4	DATA
00411d7d	004708f4	READ
00411d7d	004708f6	READ
00411d83	00411d95	CONDITIONAL_JUMP
00411d85	004708f5	READ
00411d85	004708f7	READ
00411d93	00411d7d	CONDITIONAL_JUMP
00411d96	004708f4	DATA
00411da0	004708f4	READ
00411da0	004708f5	READ
00411da5	Stack[-0x1c]	READ
00411daa	006366b4	READ
00411db2	004708fc	DATA
00411db9	Stack[-0x1c]	WRITE
00411dbe	004708fc	READ
00411dbe	004708fe	READ
00411dc4	00411dd6	CONDITIONAL_JUMP
00411dc6	004708fd	READ
00411dc6	004708ff	READ
00411dd4	00411dbe	CONDITIONAL_JUMP
00411dd7	004708fc	DATA
00411de1	004708fc	READ
00411de1	004708fd	READ
00411de6	Stack[-0x1c]	READ
00411ded	Stack[-0x1c]	WRITE
00411df1	006366b4	READ
00411df7	00470904	DATA
00411dff	00470904	READ
00411dff	00470906	READ
00411e05	00411e17	CONDITIONAL_JUMP
00411e07	00470905	READ
00411e07	00470907	READ
00411e15	00411dff	CONDITIONAL_JUMP
00411e18	00470904	DATA
00411e22	00470904	READ
00411e22	00470905	READ
00411e27	Stack[-0x1c]	READ
00411e2e	006366b4	READ
00411e34	Stack[-0x1c]	WRITE
00411e3a	0047090c	DATA
00411e40	0047090c	READ
00411e40	0047090e	READ
00411e46	00411e58	CONDITIONAL_JUMP
00411e48	0047090d	READ
00411e48	0047090f	READ
00411e56	00411e40	CONDITIONAL_JUMP
00411e59	0047090c	DATA
00411e63	0047090c	READ
00411e63	0047090d	READ
00411e68	Stack[-0x1c]	READ
00411e6d	006366b4	READ
00411e75	00470914	DATA
00411e7c	Stack[-0x1c]	WRITE
00411e81	00470914	READ
00411e81	00470916	READ
00411e87	00411e99	CONDITIONAL_JUMP
00411e89	00470915	READ
00411e89	00470917	READ
00411e97	00411e81	CONDITIONAL_JUMP
00411e9a	00470914	DATA
00411ea4	00470914	READ
00411ea4	00470915	READ
00411ea9	Stack[-0x1c]	READ
00411eae	006366b4	READ
00411eb6	0047091c	DATA
00411ebd	Stack[-0x1c]	WRITE
00411ec2	0047091c	READ
00411ec2	0047091e	READ
00411ec8	00411eda	CONDITIONAL_JUMP
00411eca	0047091d	READ
00411eca	0047091f	READ
00411ed8	00411ec2	CONDITIONAL_JUMP
00411edb	0047091c	DATA
00411ee5	0047091c	READ
00411ee5	0047091d	READ
00411eea	Stack[-0x1c]	READ
00411ef1	Stack[-0x1c]	WRITE
00411ef5	006366b4	READ
00411efd	00470928	DATA
00411f03	00470928	READ
00411f03	0047092a	READ
00411f09	00411f1b	CONDITIONAL_JUMP
00411f0b	00470929	READ
00411f0b	0047092b	READ
00411f19	00411f03	CONDITIONAL_JUMP
00411f1c	00470928	DATA
00411f26	00470928	READ
00411f26	00470929	READ
00411f2b	Stack[-0x1c]	READ
00411f30	006366b4	READ
00411f38	00470934	DATA
00411f3f	Stack[-0x1c]	WRITE
00411f44	00470934	READ
00411f44	00470936	READ
00411f4a	00411f5c	CONDITIONAL_JUMP
00411f4c	00470935	READ
00411f4c	00470937	READ
00411f5a	00411f44	CONDITIONAL_JUMP
00411f5d	00470934	DATA
00411f67	00470934	READ
00411f67	00470935	READ
00411f6c	Stack[-0x1c]	READ
00411f71	006366b4	READ
00411f79	0047093c	DATA
00411f80	Stack[-0x1c]	WRITE
00411f85	0047093c	READ
00411f85	0047093e	READ
00411f8b	00411f9d	CONDITIONAL_JUMP
00411f8d	0047093d	READ
00411f8d	0047093f	READ
00411f9b	00411f85	CONDITIONAL_JUMP
00411f9e	0047093c	DATA
00411fa8	0047093c	READ
00411fa8	0047093d	READ
00411fad	Stack[-0x1c]	READ
00411fb4	006366b4	READ
00411fba	Stack[-0x1c]	WRITE
00411fc0	00470944	DATA
00411fc6	00470944	READ
00411fc6	00470946	READ
00411fcc	00411fde	CONDITIONAL_JUMP
00411fce	00470945	READ
00411fce	00470947	READ
00411fdc	00411fc6	CONDITIONAL_JUMP
00411fdf	00470944	DATA
00411fe9	00470944	READ
00411fe9	00470945	READ
00411fee	Stack[-0x1c]	READ
00411ff5	Stack[-0x1c]	WRITE
00411ff9	006366b4	READ
00411fff	0047094c	DATA
00412007	0047094c	READ
00412007	0047094e	READ
0041200d	0041201f	CONDITIONAL_JUMP
0041200f	0047094d	READ
0041200f	0047094f	READ
0041201d	00412007	CONDITIONAL_JUMP
00412020	0047094c	DATA
0041202a	0047094c	READ
0041202a	0047094d	READ
0041202f	Stack[-0x1c]	READ
00412034	006366b4	READ
0041203c	00470958	DATA
00412043	Stack[-0x1c]	WRITE
00412048	00470958	READ
00412048	0047095a	READ
0041204e	00412060	CONDITIONAL_JUMP
00412050	00470959	READ
00412050	0047095b	READ
0041205e	00412048	CONDITIONAL_JUMP
00412061	00470958	DATA
0041206b	00470958	READ
0041206b	00470959	READ
00412070	Stack[-0x1c]	READ
00412077	006366b4	READ
0041207d	Stack[-0x1c]	WRITE
00412083	00470960	DATA
00412089	00470960	READ
00412089	00470962	READ
0041208f	004120a1	CONDITIONAL_JUMP
00412091	00470961	READ
00412091	00470963	READ
0041209f	00412089	CONDITIONAL_JUMP
004120a2	00470960	DATA
004120ac	00470960	READ
004120ac	00470961	READ
004120b1	Stack[-0x1c]	READ
004120b6	006366b4	READ
004120be	00470968	DATA
004120c5	Stack[-0x1c]	WRITE
004120ca	00470968	READ
004120ca	0047096a	READ
004120d0	004120e2	CONDITIONAL_JUMP
004120d2	00470969	READ
004120d2	0047096b	READ
004120e0	004120ca	CONDITIONAL_JUMP
004120e3	00470968	DATA
004120ed	00470968	READ
004120ed	00470969	READ
004120f2	Stack[-0x1c]	READ
004120f9	Stack[-0x1c]	WRITE
004120fd	006366b4	READ
00412103	00470970	DATA
0041210b	00470970	READ
0041210b	00470972	READ
00412111	00412123	CONDITIONAL_JUMP
00412113	00470971	READ
00412113	00470973	READ
00412121	0041210b	CONDITIONAL_JUMP
00412124	00470970	DATA
0041212e	00470970	READ
0041212e	00470971	READ
00412133	Stack[-0x1c]	READ
0041213a	006366b4	READ
00412140	Stack[-0x1c]	WRITE
00412146	00470978	DATA
0041214c	00470978	READ
0041214c	0047097a	READ
00412152	00412164	CONDITIONAL_JUMP
00412154	00470979	READ
00412154	0047097b	READ
00412162	0041214c	CONDITIONAL_JUMP
00412165	00470978	DATA
0041216f	00470978	READ
0041216f	00470979	READ
00412174	Stack[-0x1c]	READ
00412179	006366b4	READ
00412181	00470980	DATA
00412188	Stack[-0x1c]	WRITE
0041218d	00470980	READ
0041218d	00470982	READ
00412193	004121a5	CONDITIONAL_JUMP
00412195	00470981	READ
00412195	00470983	READ
004121a3	0041218d	CONDITIONAL_JUMP
004121a6	00470980	DATA
004121b0	00470980	READ
004121b0	00470981	READ
004121b5	Stack[-0x1c]	READ
004121ba	006366b4	READ
004121c2	00470988	DATA
004121c9	Stack[-0x1c]	WRITE
004121ce	00470988	READ
004121ce	0047098a	READ
004121d4	004121e6	CONDITIONAL_JUMP
004121d6	00470989	READ
004121d6	0047098b	READ
004121e4	004121ce	CONDITIONAL_JUMP
004121e7	00470988	DATA
004121f1	00470988	READ
004121f1	00470989	READ
004121f6	Stack[-0x1c]	READ
004121fd	Stack[-0x1c]	WRITE
00412201	006366b4	READ
00412209	00470990	DATA
0041220f	00470990	READ
0041220f	00470992	READ
00412215	00412227	CONDITIONAL_JUMP
00412217	00470991	READ
00412217	00470993	READ
00412225	0041220f	CONDITIONAL_JUMP
00412228	00470990	DATA
00412232	00470990	READ
00412232	00470991	READ
00412237	Stack[-0x1c]	READ
0041223c	006366b4	READ
00412244	0047099c	DATA
0041224b	Stack[-0x1c]	WRITE
00412250	0047099c	READ
00412250	0047099e	READ
00412256	00412268	CONDITIONAL_JUMP
00412258	0047099d	READ
00412258	0047099f	READ
00412266	00412250	CONDITIONAL_JUMP
00412269	0047099c	DATA
00412273	0047099c	READ
00412273	0047099d	READ
00412278	Stack[-0x1c]	READ
0041227d	006366b4	READ
00412285	004709a8	DATA
0041228c	Stack[-0x1c]	WRITE
00412291	004709a8	READ
00412291	004709aa	READ
00412297	004122a9	CONDITIONAL_JUMP
00412299	004709a9	READ
00412299	004709ab	READ
004122a7	00412291	CONDITIONAL_JUMP
004122aa	004709a8	DATA
004122b4	004709a8	READ
004122b4	004709a9	READ
004122b9	Stack[-0x1c]	READ
004122c0	006366b4	READ
004122c6	Stack[-0x1c]	WRITE
004122cc	004709b0	DATA
004122d2	004709b0	READ
004122d2	004709b2	READ
004122d8	004122ea	CONDITIONAL_JUMP
004122da	004709b1	READ
004122da	004709b3	READ
004122e8	004122d2	CONDITIONAL_JUMP
004122eb	004709b0	DATA
004122f5	004709b0	READ
004122f5	004709b1	READ
004122fa	Stack[-0x1c]	READ
00412301	Stack[-0x1c]	WRITE
00412305	006366b4	READ
0041230b	004709b8	DATA
00412313	004709b8	READ
00412313	004709ba	READ
00412319	0041232b	CONDITIONAL_JUMP
0041231b	004709b9	READ
0041231b	004709bb	READ
00412329	00412313	CONDITIONAL_JUMP
0041232c	004709b8	DATA
00412336	004709b8	READ
00412336	004709b9	READ
0041233b	Stack[-0x1c]	READ
00412340	006366b4	READ
00412348	004709c0	DATA
0041234f	Stack[-0x1c]	WRITE
00412354	004709c0	READ
00412354	004709c2	READ
0041235a	0041236c	CONDITIONAL_JUMP
0041235c	004709c1	READ
0041235c	004709c3	READ
0041236a	00412354	CONDITIONAL_JUMP
0041236d	004709c0	DATA
00412377	004709c0	READ
00412377	004709c1	READ
0041237c	Stack[-0x1c]	READ
00412383	006366b4	READ
00412389	Stack[-0x1c]	WRITE
0041238f	004709c8	DATA
00412395	004709c8	READ
00412395	004709ca	READ
0041239b	004123ad	CONDITIONAL_JUMP
0041239d	004709c9	READ
0041239d	004709cb	READ
004123ab	00412395	CONDITIONAL_JUMP
004123ae	004709c8	DATA
004123b8	004709c8	READ
004123b8	004709c9	READ
004123bd	Stack[-0x1c]	READ
004123c2	006366b4	READ
004123ca	004709d4	DATA
004123d1	Stack[-0x1c]	WRITE
004123d6	004709d4	READ
004123d6	004709d6	READ
004123dc	004123ee	CONDITIONAL_JUMP
004123de	004709d5	READ
004123de	004709d7	READ
004123ec	004123d6	CONDITIONAL_JUMP
004123ef	004709d4	DATA
004123f9	004709d4	READ
004123f9	004709d5	READ
004123fe	Stack[-0x1c]	READ
